Thu Sep 10 03:21:44 +0000 2015,-0.375
Thu Sep 10 03:21:49 +0000 2015,0.625
Thu Sep 10 03:21:49 +0000 2015,0
Thu Sep 10 03:21:49 +0000 2015,-0.0416666666667
Thu Sep 10 03:21:50 +0000 2015,-0.25
Thu Sep 10 03:22:01 +0000 2015,0
Thu Sep 10 03:22:03 +0000 2015,-0.375
Thu Sep 10 03:22:05 +0000 2015,-0.125
Thu Sep 10 03:22:06 +0000 2015,-0.625
Thu Sep 10 03:22:09 +0000 2015,0.333333333333
Thu Sep 10 03:22:10 +0000 2015,0.0625
Thu Sep 10 03:22:11 +0000 2015,-0.25
Thu Sep 10 03:22:14 +0000 2015,0.5
Thu Sep 10 03:22:15 +0000 2015,-0.375
Thu Sep 10 03:22:18 +0000 2015,0
Thu Sep 10 03:22:25 +0000 2015,-0.375
Thu Sep 10 03:22:27 +0000 2015,-0.375
Thu Sep 10 03:22:30 +0000 2015,-0.25
Thu Sep 10 03:22:32 +0000 2015,0.0833333333333
Thu Sep 10 03:22:33 +0000 2015,-0.25
Thu Sep 10 03:22:33 +0000 2015,0
Thu Sep 10 03:22:33 +0000 2015,0.5
Thu Sep 10 03:22:33 +0000 2015,-0.625
Thu Sep 10 03:22:33 +0000 2015,-0.0625
Thu Sep 10 03:22:33 +0000 2015,-0.3125
Thu Sep 10 03:22:34 +0000 2015,0
Thu Sep 10 03:22:35 +0000 2015,0.5625
Thu Sep 10 03:22:53 +0000 2015,0.166666666667
Thu Sep 10 03:22:57 +0000 2015,0
Thu Sep 10 03:23:00 +0000 2015,0.333333333333
Thu Sep 10 03:23:02 +0000 2015,-0.375
Thu Sep 10 03:23:06 +0000 2015,-0.375
Thu Sep 10 03:23:06 +0000 2015,0
Thu Sep 10 03:23:07 +0000 2015,0
Thu Sep 10 03:23:08 +0000 2015,-0.375
Thu Sep 10 03:23:11 +0000 2015,-0.375
Thu Sep 10 03:23:16 +0000 2015,0
Thu Sep 10 03:23:19 +0000 2015,-0.625
Thu Sep 10 03:23:21 +0000 2015,-0.3125
Thu Sep 10 03:23:23 +0000 2015,-0.625
Thu Sep 10 03:23:24 +0000 2015,-0.125
Thu Sep 10 03:23:24 +0000 2015,-0.625
Thu Sep 10 03:23:25 +0000 2015,0.5
Thu Sep 10 03:23:27 +0000 2015,-0.625
Thu Sep 10 03:23:29 +0000 2015,-0.3125
Thu Sep 10 03:23:31 +0000 2015,0
Thu Sep 10 03:23:31 +0000 2015,-0.625
Thu Sep 10 03:23:35 +0000 2015,-0.625
Thu Sep 10 03:23:35 +0000 2015,0
Thu Sep 10 03:23:37 +0000 2015,-0.375
Thu Sep 10 03:23:38 +0000 2015,0.416666666667
Thu Sep 10 03:23:39 +0000 2015,-0.625
Thu Sep 10 03:23:42 +0000 2015,0.25
Thu Sep 10 03:23:43 +0000 2015,-0.625
Thu Sep 10 03:23:46 +0000 2015,-0.375
Thu Sep 10 03:23:47 +0000 2015,0.75
Thu Sep 10 03:23:47 +0000 2015,-0.625
Thu Sep 10 03:23:48 +0000 2015,0
Thu Sep 10 03:23:50 +0000 2015,0.75
Thu Sep 10 03:23:52 +0000 2015,-0.625
Thu Sep 10 03:23:52 +0000 2015,0
Thu Sep 10 03:23:53 +0000 2015,0
Thu Sep 10 03:23:59 +0000 2015,-0.625
Thu Sep 10 03:24:00 +0000 2015,0
Thu Sep 10 03:24:00 +0000 2015,0
Thu Sep 10 03:24:02 +0000 2015,0
Thu Sep 10 03:24:17 +0000 2015,-0.375
Thu Sep 10 03:24:20 +0000 2015,0
Thu Sep 10 03:24:24 +0000 2015,0.25
Thu Sep 10 03:24:37 +0000 2015,-0.375
Thu Sep 10 03:24:39 +0000 2015,0.0
Thu Sep 10 03:24:41 +0000 2015,0.03125
Thu Sep 10 03:24:45 +0000 2015,0
Thu Sep 10 03:24:48 +0000 2015,-0.25
Thu Sep 10 03:24:48 +0000 2015,0.25
Thu Sep 10 03:24:50 +0000 2015,0
Thu Sep 10 03:24:50 +0000 2015,0.625
Thu Sep 10 03:24:58 +0000 2015,0
Thu Sep 10 03:25:01 +0000 2015,0
Thu Sep 10 03:25:02 +0000 2015,-0.0625
Thu Sep 10 03:25:03 +0000 2015,0.1875
Thu Sep 10 03:25:07 +0000 2015,-0.15625
Thu Sep 10 03:25:09 +0000 2015,0
Thu Sep 10 03:25:10 +0000 2015,0
Thu Sep 10 03:25:21 +0000 2015,-0.375
Thu Sep 10 03:25:26 +0000 2015,-0.375
Thu Sep 10 03:25:28 +0000 2015,-0.625
Thu Sep 10 03:25:35 +0000 2015,0.03125
Thu Sep 10 03:25:40 +0000 2015,0
Thu Sep 10 03:25:48 +0000 2015,0
Thu Sep 10 03:25:50 +0000 2015,-0.375
Thu Sep 10 03:25:51 +0000 2015,0
Thu Sep 10 03:25:52 +0000 2015,0
Thu Sep 10 03:25:57 +0000 2015,0
Thu Sep 10 03:25:57 +0000 2015,0
Thu Sep 10 03:26:01 +0000 2015,0
Thu Sep 10 03:26:02 +0000 2015,0
Thu Sep 10 03:26:02 +0000 2015,-0.375
Thu Sep 10 03:26:11 +0000 2015,0.5
Thu Sep 10 03:26:12 +0000 2015,0.175
Thu Sep 10 03:26:12 +0000 2015,0.25
Thu Sep 10 03:26:15 +0000 2015,-0.375
Thu Sep 10 03:26:15 +0000 2015,-0.375
Thu Sep 10 03:26:17 +0000 2015,0.0
Thu Sep 10 03:26:21 +0000 2015,0.125
Thu Sep 10 03:26:30 +0000 2015,0.25
Thu Sep 10 03:26:39 +0000 2015,0.4375
Thu Sep 10 03:26:39 +0000 2015,0
Thu Sep 10 03:26:39 +0000 2015,0.125
Thu Sep 10 03:26:40 +0000 2015,0
Thu Sep 10 03:26:40 +0000 2015,0
Thu Sep 10 03:26:40 +0000 2015,0.4375
Thu Sep 10 03:26:40 +0000 2015,0
Thu Sep 10 03:26:40 +0000 2015,0.125
Thu Sep 10 03:26:41 +0000 2015,0.4375
Thu Sep 10 03:26:42 +0000 2015,-0.375
Thu Sep 10 03:26:44 +0000 2015,0
Thu Sep 10 03:26:46 +0000 2015,-0.375
Thu Sep 10 03:26:49 +0000 2015,-0.375
Thu Sep 10 03:26:53 +0000 2015,0.5
Thu Sep 10 03:27:02 +0000 2015,-0.625
Thu Sep 10 03:27:04 +0000 2015,0
Thu Sep 10 03:27:05 +0000 2015,0.125
Thu Sep 10 03:27:06 +0000 2015,0.5
Thu Sep 10 03:27:08 +0000 2015,0.375
Thu Sep 10 03:27:13 +0000 2015,0.5
Thu Sep 10 03:27:14 +0000 2015,-0.375
Thu Sep 10 03:27:16 +0000 2015,0
Thu Sep 10 03:27:17 +0000 2015,0
Thu Sep 10 03:27:17 +0000 2015,0
Thu Sep 10 03:27:17 +0000 2015,0
Thu Sep 10 03:27:17 +0000 2015,0
Thu Sep 10 03:27:17 +0000 2015,0.0
Thu Sep 10 03:27:18 +0000 2015,0.0
Thu Sep 10 03:27:19 +0000 2015,0
Thu Sep 10 03:27:20 +0000 2015,-0.375
