Tue Sep 08 05:05:17 +0000 2015,-0.25
Tue Sep 08 05:05:17 +0000 2015,0.5
Tue Sep 08 05:05:18 +0000 2015,0.5
Tue Sep 08 05:05:20 +0000 2015,0
Tue Sep 08 05:05:21 +0000 2015,-0.4375
Tue Sep 08 05:05:21 +0000 2015,0
Tue Sep 08 05:05:21 +0000 2015,-0.0625
Tue Sep 08 05:05:21 +0000 2015,-0.0625
Tue Sep 08 05:05:24 +0000 2015,0.25
Tue Sep 08 05:05:27 +0000 2015,0.5
Tue Sep 08 05:05:31 +0000 2015,0
Tue Sep 08 05:05:31 +0000 2015,-0.375
Tue Sep 08 05:05:33 +0000 2015,0
Tue Sep 08 05:05:36 +0000 2015,0.5
Tue Sep 08 05:05:36 +0000 2015,0
Tue Sep 08 05:05:39 +0000 2015,-0.375
Tue Sep 08 05:05:40 +0000 2015,0
Tue Sep 08 05:05:44 +0000 2015,-0.125
Tue Sep 08 05:05:47 +0000 2015,0
Tue Sep 08 05:05:47 +0000 2015,-0.5
Tue Sep 08 05:05:49 +0000 2015,0
Tue Sep 08 05:05:52 +0000 2015,-0.375
Tue Sep 08 05:05:55 +0000 2015,-0.4375
Tue Sep 08 05:06:00 +0000 2015,0.458333333333
Tue Sep 08 05:06:00 +0000 2015,0
Tue Sep 08 05:06:02 +0000 2015,0
Tue Sep 08 05:06:03 +0000 2015,0
Tue Sep 08 05:06:04 +0000 2015,-0.375
Tue Sep 08 05:06:04 +0000 2015,0
Tue Sep 08 05:06:08 +0000 2015,-0.0625
Tue Sep 08 05:06:08 +0000 2015,0.5
Tue Sep 08 05:06:08 +0000 2015,0.5
Tue Sep 08 05:06:09 +0000 2015,0.5
Tue Sep 08 05:06:09 +0000 2015,0.5
Tue Sep 08 05:06:10 +0000 2015,-0.4375
Tue Sep 08 05:06:11 +0000 2015,0.0625
Tue Sep 08 05:06:12 +0000 2015,-0.25
Tue Sep 08 05:06:13 +0000 2015,-0.0625
Tue Sep 08 05:06:13 +0000 2015,-0.375
Tue Sep 08 05:06:13 +0000 2015,-0.0625
Tue Sep 08 05:06:14 +0000 2015,0.5
Tue Sep 08 05:06:14 +0000 2015,-0.375
Tue Sep 08 05:06:16 +0000 2015,0
Tue Sep 08 05:06:17 +0000 2015,-0.375
Tue Sep 08 05:06:18 +0000 2015,-0.125
Tue Sep 08 05:06:18 +0000 2015,-0.0625
Tue Sep 08 05:06:19 +0000 2015,-0.4375
Tue Sep 08 05:06:20 +0000 2015,0
Tue Sep 08 05:06:22 +0000 2015,0.25
Tue Sep 08 05:06:23 +0000 2015,0.125
Tue Sep 08 05:06:25 +0000 2015,-0.125
Tue Sep 08 05:06:29 +0000 2015,0.5
Tue Sep 08 05:06:29 +0000 2015,0
Tue Sep 08 05:06:29 +0000 2015,-0.4375
Tue Sep 08 05:06:32 +0000 2015,-0.125
Tue Sep 08 05:06:32 +0000 2015,0.375
Tue Sep 08 05:06:34 +0000 2015,-0.375
Tue Sep 08 05:06:34 +0000 2015,-0.0625
Tue Sep 08 05:06:34 +0000 2015,0
Tue Sep 08 05:06:34 +0000 2015,0
Tue Sep 08 05:06:34 +0000 2015,-0.4375
Tue Sep 08 05:06:35 +0000 2015,0.5
Tue Sep 08 05:06:36 +0000 2015,0
Tue Sep 08 05:06:35 +0000 2015,0
Tue Sep 08 05:06:36 +0000 2015,0
Tue Sep 08 05:06:38 +0000 2015,-0.375
Tue Sep 08 05:06:38 +0000 2015,0.09375
Tue Sep 08 05:06:41 +0000 2015,-0.4375
