Tue Sep 08 03:44:46 +0000 2015,-0.3125
Tue Sep 08 03:44:51 +0000 2015,0
Tue Sep 08 03:44:51 +0000 2015,0
Tue Sep 08 03:44:51 +0000 2015,0
Tue Sep 08 03:44:53 +0000 2015,-0.375
Tue Sep 08 03:44:54 +0000 2015,0.375
Tue Sep 08 03:45:01 +0000 2015,0
Tue Sep 08 03:45:02 +0000 2015,0
Tue Sep 08 03:45:03 +0000 2015,-0.375
Tue Sep 08 03:45:03 +0000 2015,-0.0625
Tue Sep 08 03:45:03 +0000 2015,-0.4375
Tue Sep 08 03:45:03 +0000 2015,0
Tue Sep 08 03:45:05 +0000 2015,0
Tue Sep 08 03:45:05 +0000 2015,0.375
Tue Sep 08 03:45:06 +0000 2015,-0.5625
Tue Sep 08 03:45:08 +0000 2015,0
Tue Sep 08 03:45:10 +0000 2015,0
Tue Sep 08 03:45:12 +0000 2015,-0.375
Tue Sep 08 03:45:14 +0000 2015,0.25
Tue Sep 08 03:45:15 +0000 2015,-0.0625
Tue Sep 08 03:45:19 +0000 2015,0
Tue Sep 08 03:45:19 +0000 2015,-0.625
Tue Sep 08 03:45:20 +0000 2015,-0.25
Tue Sep 08 03:45:23 +0000 2015,-0.0625
Tue Sep 08 03:45:25 +0000 2015,0.5
Tue Sep 08 03:45:25 +0000 2015,0
Tue Sep 08 03:45:26 +0000 2015,0
Tue Sep 08 03:45:26 +0000 2015,-0.0625
Tue Sep 08 03:45:26 +0000 2015,0.5
Tue Sep 08 03:45:26 +0000 2015,0.5
Tue Sep 08 03:45:27 +0000 2015,0
Tue Sep 08 03:45:28 +0000 2015,0
Tue Sep 08 03:45:28 +0000 2015,0
Tue Sep 08 03:45:30 +0000 2015,0
Tue Sep 08 03:45:30 +0000 2015,0.5
Tue Sep 08 03:45:30 +0000 2015,0
Tue Sep 08 03:45:30 +0000 2015,0.5
Tue Sep 08 03:45:31 +0000 2015,0
Tue Sep 08 03:45:31 +0000 2015,0.375
Tue Sep 08 03:45:31 +0000 2015,0
Tue Sep 08 03:45:31 +0000 2015,0.5
Tue Sep 08 03:45:32 +0000 2015,0
Tue Sep 08 03:45:32 +0000 2015,0
Tue Sep 08 03:45:32 +0000 2015,0
Tue Sep 08 03:45:32 +0000 2015,0.5
Tue Sep 08 03:45:33 +0000 2015,0
Tue Sep 08 03:45:34 +0000 2015,0
Tue Sep 08 03:45:34 +0000 2015,-0.375
Tue Sep 08 03:45:37 +0000 2015,0.5
Tue Sep 08 03:45:37 +0000 2015,-0.375
Tue Sep 08 03:45:37 +0000 2015,0.166666666667
Tue Sep 08 03:45:52 +0000 2015,0.166666666667
Tue Sep 08 03:45:54 +0000 2015,0
Tue Sep 08 03:45:55 +0000 2015,0.375
Tue Sep 08 03:45:57 +0000 2015,0.5
Tue Sep 08 03:45:57 +0000 2015,0.5
Tue Sep 08 03:45:58 +0000 2015,0.458333333333
Tue Sep 08 03:45:59 +0000 2015,0.5
Tue Sep 08 03:46:00 +0000 2015,0
Tue Sep 08 03:46:03 +0000 2015,0.25
Tue Sep 08 03:46:03 +0000 2015,-0.375
Tue Sep 08 03:46:06 +0000 2015,0.375
